Region/Country/Area,,Year,Series,Value,Footnotes
608,Philippines,2020,Employment by industry: Services (%) Female,76.985,Estimate.
616,Poland,2005,Employment by industry: Agriculture (%) Male and Female,17.378,
616,Poland,2005,Employment by industry: Industry (%) Male and Female,29.249,
616,Poland,2005,Employment by industry: Services (%) Male and Female,53.373,
616,Poland,2005,Employment by industry: Agriculture (%) Male,17.967,
616,Poland,2005,Employment by industry: Industry (%) Male,38.981,
616,Poland,2005,Employment by industry: Services (%) Male,43.052,
616,Poland,2005,Employment by industry: Agriculture (%) Female,16.643,
616,Poland,2005,Employment by industry: Industry (%) Female,17.104,
616,Poland,2005,Employment by industry: Services (%) Female,66.253,
616,Poland,2010,Employment by industry: Agriculture (%) Male and Female,13.054,
616,Poland,2010,Employment by industry: Industry (%) Male and Female,30.303,
616,Poland,2010,Employment by industry: Services (%) Male and Female,56.643,
616,Poland,2010,Employment by industry: Agriculture (%) Male,13.354,
616,Poland,2010,Employment by industry: Industry (%) Male,41.834,
616,Poland,2010,Employment by industry: Services (%) Male,44.812,
616,Poland,2010,Employment by industry: Agriculture (%) Female,12.686,
616,Poland,2010,Employment by industry: Industry (%) Female,16.127,
616,Poland,2010,Employment by industry: Services (%) Female,71.188,
616,Poland,2015,Employment by industry: Agriculture (%) Male and Female,11.534,
616,Poland,2015,Employment by industry: Industry (%) Male and Female,30.537,
616,Poland,2015,Employment by industry: Services (%) Male and Female,57.929,
616,Poland,2015,Employment by industry: Agriculture (%) Male,12.489,
616,Poland,2015,Employment by industry: Industry (%) Male,41.94,
616,Poland,2015,Employment by industry: Services (%) Male,45.57,
616,Poland,2015,Employment by industry: Agriculture (%) Female,10.353,
616,Poland,2015,Employment by industry: Industry (%) Female,16.429,
616,Poland,2015,Employment by industry: Services (%) Female,73.218,
616,Poland,2020,Employment by industry: Agriculture (%) Male and Female,8.924,Estimate.
616,Poland,2020,Employment by industry: Industry (%) Male and Female,31.973,Estimate.
616,Poland,2020,Employment by industry: Services (%) Male and Female,59.103,Estimate.
616,Poland,2020,Employment by industry: Agriculture (%) Male,9.937,Estimate.
616,Poland,2020,Employment by industry: Industry (%) Male,43.856,Estimate.
616,Poland,2020,Employment by industry: Services (%) Male,46.208,Estimate.
616,Poland,2020,Employment by industry: Agriculture (%) Female,7.667,Estimate.
616,Poland,2020,Employment by industry: Industry (%) Female,17.22,Estimate.
616,Poland,2020,Employment by industry: Services (%) Female,75.113,Estimate.
620,Portugal,2005,Employment by industry: Agriculture (%) Male and Female,12.051,
620,Portugal,2005,Employment by industry: Industry (%) Male and Female,30.387,
620,Portugal,2005,Employment by industry: Services (%) Male and Female,57.561,
620,Portugal,2005,Employment by industry: Agriculture (%) Male,11.166,
620,Portugal,2005,Employment by industry: Industry (%) Male,40.579,
620,Portugal,2005,Employment by industry: Services (%) Male,48.256,
620,Portugal,2005,Employment by industry: Agriculture (%) Female,13.09,
620,Portugal,2005,Employment by industry: Industry (%) Female,18.435,
620,Portugal,2005,Employment by industry: Services (%) Female,68.475,
620,Portugal,2010,Employment by industry: Agriculture (%) Male and Female,11.198,
620,Portugal,2010,Employment by industry: Industry (%) Male and Female,27.255,
620,Portugal,2010,Employment by industry: Services (%) Male and Female,61.546,
620,Portugal,2010,Employment by industry: Agriculture (%) Male,11.455,
620,Portugal,2010,Employment by industry: Industry (%) Male,37.525,
620,Portugal,2010,Employment by industry: Services (%) Male,51.02,
620,Portugal,2010,Employment by industry: Agriculture (%) Female,10.916,
620,Portugal,2010,Employment by industry: Industry (%) Female,15.95,
620,Portugal,2010,Employment by industry: Services (%) Female,73.134,
620,Portugal,2015,Employment by industry: Agriculture (%) Male and Female,7.53,
620,Portugal,2015,Employment by industry: Industry (%) Male and Female,24.349,
620,Portugal,2015,Employment by industry: Services (%) Male and Female,68.121,
620,Portugal,2015,Employment by industry: Agriculture (%) Male,9.558,
620,Portugal,2015,Employment by industry: Industry (%) Male,32.993,
620,Portugal,2015,Employment by industry: Services (%) Male,57.449,
620,Portugal,2015,Employment by industry: Agriculture (%) Female,5.392,
620,Portugal,2015,Employment by industry: Industry (%) Female,15.237,
620,Portugal,2015,Employment by industry: Services (%) Female,79.371,
620,Portugal,2020,Employment by industry: Agriculture (%) Male and Female,5.692,Estimate.
620,Portugal,2020,Employment by industry: Industry (%) Male and Female,24.557,Estimate.
620,Portugal,2020,Employment by industry: Services (%) Male and Female,69.751,Estimate.
620,Portugal,2020,Employment by industry: Agriculture (%) Male,7.622,Estimate.
620,Portugal,2020,Employment by industry: Industry (%) Male,33.706,Estimate.
620,Portugal,2020,Employment by industry: Services (%) Male,58.672,Estimate.
620,Portugal,2020,Employment by industry: Agriculture (%) Female,3.666,Estimate.
620,Portugal,2020,Employment by industry: Industry (%) Female,14.953,Estimate.
620,Portugal,2020,Employment by industry: Services (%) Female,81.382,Estimate.
630,Puerto Rico,2005,Employment by industry: Agriculture (%) Male and Female,2.077,
630,Puerto Rico,2005,Employment by industry: Industry (%) Male and Female,19.01,
630,Puerto Rico,2005,Employment by industry: Services (%) Male and Female,78.914,
630,Puerto Rico,2005,Employment by industry: Agriculture (%) Male,3.313,
630,Puerto Rico,2005,Employment by industry: Industry (%) Male,24.858,
630,Puerto Rico,2005,Employment by industry: Services (%) Male,71.83,
630,Puerto Rico,2005,Employment by industry: Agriculture (%) Female,0.361,
630,Puerto Rico,2005,Employment by industry: Industry (%) Female,10.89,
630,Puerto Rico,2005,Employment by industry: Services (%) Female,88.75,
630,Puerto Rico,2010,Employment by industry: Agriculture (%) Male and Female,1.39,Estimate.
630,Puerto Rico,2010,Employment by industry: Industry (%) Male and Female,17.356,Estimate.
630,Puerto Rico,2010,Employment by industry: Services (%) Male and Female,81.253,Estimate.
630,Puerto Rico,2010,Employment by industry: Agriculture (%) Male,2.141,Estimate.
630,Puerto Rico,2010,Employment by industry: Industry (%) Male,23.59,Estimate.
630,Puerto Rico,2010,Employment by industry: Services (%) Male,74.269,Estimate.
630,Puerto Rico,2010,Employment by industry: Agriculture (%) Female,0.432,Estimate.
630,Puerto Rico,2010,Employment by industry: Industry (%) Female,9.399,Estimate.
630,Puerto Rico,2010,Employment by industry: Services (%) Female,90.169,Estimate.
630,Puerto Rico,2015,Employment by industry: Agriculture (%) Male and Female,1.187,Estimate.
630,Puerto Rico,2015,Employment by industry: Industry (%) Male and Female,16.289,Estimate.
630,Puerto Rico,2015,Employment by industry: Services (%) Male and Female,82.524,Estimate.
630,Puerto Rico,2015,Employment by industry: Agriculture (%) Male,1.831,Estimate.
630,Puerto Rico,2015,Employment by industry: Industry (%) Male,22.315,Estimate.
630,Puerto Rico,2015,Employment by industry: Services (%) Male,75.854,Estimate.
630,Puerto Rico,2015,Employment by industry: Agriculture (%) Female,0.349,Estimate.
630,Puerto Rico,2015,Employment by industry: Industry (%) Female,8.433,Estimate.
630,Puerto Rico,2015,Employment by industry: Services (%) Female,91.218,Estimate.
630,Puerto Rico,2020,Employment by industry: Agriculture (%) Male and Female,1.015,Estimate.
630,Puerto Rico,2020,Employment by industry: Industry (%) Male and Female,15.527,Estimate.
630,Puerto Rico,2020,Employment by industry: Services (%) Male and Female,83.458,Estimate.
630,Puerto Rico,2020,Employment by industry: Agriculture (%) Male,1.585,Estimate.
630,Puerto Rico,2020,Employment by industry: Industry (%) Male,21.534,Estimate.
630,Puerto Rico,2020,Employment by industry: Services (%) Male,76.881,Estimate.
630,Puerto Rico,2020,Employment by industry: Agriculture (%) Female,0.288,Estimate.
630,Puerto Rico,2020,Employment by industry: Industry (%) Female,7.865,Estimate.
630,Puerto Rico,2020,Employment by industry: Services (%) Female,91.847,Estimate.
634,Qatar,2005,Employment by industry: Agriculture (%) Male and Female,2.875,Estimate.
634,Qatar,2005,Employment by industry: Industry (%) Male and Female,41.144,Estimate.
634,Qatar,2005,Employment by industry: Services (%) Male and Female,55.981,Estimate.
634,Qatar,2005,Employment by industry: Agriculture (%) Male,3.397,Estimate.
634,Qatar,2005,Employment by industry: Industry (%) Male,48.11,Estimate.
634,Qatar,2005,Employment by industry: Services (%) Male,48.494,Estimate.
634,Qatar,2005,Employment by industry: Agriculture (%) Female,0.065,Estimate.
634,Qatar,2005,Employment by industry: Industry (%) Female,3.591,Estimate.
634,Qatar,2005,Employment by industry: Services (%) Female,96.344,Estimate.
634,Qatar,2010,Employment by industry: Agriculture (%) Male and Female,1.461,Estimate.
634,Qatar,2010,Employment by industry: Industry (%) Male and Female,56.394,Estimate.
634,Qatar,2010,Employment by industry: Services (%) Male and Female,42.146,Estimate.
634,Qatar,2010,Employment by industry: Agriculture (%) Male,1.646,Estimate.
634,Qatar,2010,Employment by industry: Industry (%) Male,62.977,Estimate.
634,Qatar,2010,Employment by industry: Services (%) Male,35.377,Estimate.
634,Qatar,2010,Employment by industry: Agriculture (%) Female,0.018,Estimate.
634,Qatar,2010,Employment by industry: Industry (%) Female,5.156,Estimate.
634,Qatar,2010,Employment by industry: Services (%) Female,94.827,Estimate.
634,Qatar,2015,Employment by industry: Agriculture (%) Male and Female,1.23,
634,Qatar,2015,Employment by industry: Industry (%) Male and Female,54.14,
634,Qatar,2015,Employment by industry: Services (%) Male and Female,44.63,
634,Qatar,2015,Employment by industry: Agriculture (%) Male,1.419,
634,Qatar,2015,Employment by industry: Industry (%) Male,61.608,
634,Qatar,2015,Employment by industry: Services (%) Male,36.973,
634,Qatar,2015,Employment by industry: Agriculture (%) Female,0.01,
634,Qatar,2015,Employment by industry: Industry (%) Female,5.911,
634,Qatar,2015,Employment by industry: Services (%) Female,94.079,
634,Qatar,2020,Employment by industry: Agriculture (%) Male and Female,1.168,Estimate.
634,Qatar,2020,Employment by industry: Industry (%) Male and Female,54.381,Estimate.
634,Qatar,2020,Employment by industry: Services (%) Male and Female,44.451,Estimate.
634,Qatar,2020,Employment by industry: Agriculture (%) Male,1.352,Estimate.
634,Qatar,2020,Employment by industry: Industry (%) Male,62.008,Estimate.
634,Qatar,2020,Employment by industry: Services (%) Male,36.64,Estimate.
634,Qatar,2020,Employment by industry: Agriculture (%) Female,0.009,Estimate.
634,Qatar,2020,Employment by industry: Industry (%) Female,6.386,Estimate.
634,Qatar,2020,Employment by industry: Services (%) Female,93.605,Estimate.
410,Republic of Korea,2005,Employment by industry: Agriculture (%) Male and Female,7.942,
410,Republic of Korea,2005,Employment by industry: Industry (%) Male and Female,26.85,
410,Republic of Korea,2005,Employment by industry: Services (%) Male and Female,65.207,
410,Republic of Korea,2005,Employment by industry: Agriculture (%) Male,7.256,
410,Republic of Korea,2005,Employment by industry: Industry (%) Male,34.008,
410,Republic of Korea,2005,Employment by industry: Services (%) Male,58.736,
410,Republic of Korea,2005,Employment by industry: Agriculture (%) Female,8.927,
410,Republic of Korea,2005,Employment by industry: Industry (%) Female,16.581,
410,Republic of Korea,2005,Employment by industry: Services (%) Female,74.492,
410,Republic of Korea,2010,Employment by industry: Agriculture (%) Male and Female,6.601,
410,Republic of Korea,2010,Employment by industry: Industry (%) Male and Female,25.021,
410,Republic of Korea,2010,Employment by industry: Services (%) Male and Female,68.379,
410,Republic of Korea,2010,Employment by industry: Agriculture (%) Male,6.406,
410,Republic of Korea,2010,Employment by industry: Industry (%) Male,32.476,
410,Republic of Korea,2010,Employment by industry: Services (%) Male,61.118,
410,Republic of Korea,2010,Employment by industry: Agriculture (%) Female,6.879,
410,Republic of Korea,2010,Employment by industry: Industry (%) Female,14.353,
410,Republic of Korea,2010,Employment by industry: Services (%) Female,78.768,
410,Republic of Korea,2015,Employment by industry: Agriculture (%) Male and Female,5.109,
410,Republic of Korea,2015,Employment by industry: Industry (%) Male and Female,25.201,
410,Republic of Korea,2015,Employment by industry: Services (%) Male and Female,69.69,
410,Republic of Korea,2015,Employment by industry: Agriculture (%) Male,5.113,
410,Republic of Korea,2015,Employment by industry: Industry (%) Male,33.366,
410,Republic of Korea,2015,Employment by industry: Services (%) Male,61.52,
410,Republic of Korea,2015,Employment by industry: Agriculture (%) Female,5.103,
410,Republic of Korea,2015,Employment by industry: Industry (%) Female,13.746,
410,Republic of Korea,2015,Employment by industry: Services (%) Female,81.151,
410,Republic of Korea,2020,Employment by industry: Agriculture (%) Male and Female,4.767,Estimate.
410,Republic of Korea,2020,Employment by industry: Industry (%) Male and Female,25.009,Estimate.
410,Republic of Korea,2020,Employment by industry: Services (%) Male and Female,70.225,Estimate.
410,Republic of Korea,2020,Employment by industry: Agriculture (%) Male,4.978,Estimate.
410,Republic of Korea,2020,Employment by industry: Industry (%) Male,33.643,Estimate.
410,Republic of Korea,2020,Employment by industry: Services (%) Male,61.38,Estimate.
410,Republic of Korea,2020,Employment by industry: Agriculture (%) Female,4.478,Estimate.
410,Republic of Korea,2020,Employment by industry: Industry (%) Female,13.197,Estimate.
410,Republic of Korea,2020,Employment by industry: Services (%) Female,82.326,Estimate.
498,Republic of Moldova,2005,Employment by industry: Agriculture (%) Male and Female,40.651,
498,Republic of Moldova,2005,Employment by industry: Industry (%) Male and Female,16.006,
498,Republic of Moldova,2005,Employment by industry: Services (%) Male and Female,43.343,
498,Republic of Moldova,2005,Employment by industry: Agriculture (%) Male,41.147,
498,Republic of Moldova,2005,Employment by industry: Industry (%) Male,20.776,
498,Republic of Moldova,2005,Employment by industry: Services (%) Male,38.077,
498,Republic of Moldova,2005,Employment by industry: Agriculture (%) Female,40.178,
498,Republic of Moldova,2005,Employment by industry: Industry (%) Female,11.469,
498,Republic of Moldova,2005,Employment by industry: Services (%) Female,48.353,
498,Republic of Moldova,2010,Employment by industry: Agriculture (%) Male and Female,27.521,
498,Republic of Moldova,2010,Employment by industry: Industry (%) Male and Female,18.653,
498,Republic of Moldova,2010,Employment by industry: Services (%) Male and Female,53.825,
498,Republic of Moldova,2010,Employment by industry: Agriculture (%) Male,30.537,
498,Republic of Moldova,2010,Employment by industry: Industry (%) Male,24.856,
498,Republic of Moldova,2010,Employment by industry: Services (%) Male,44.607,
498,Republic of Moldova,2010,Employment by industry: Agriculture (%) Female,24.443,
498,Republic of Moldova,2010,Employment by industry: Industry (%) Female,12.323,
498,Republic of Moldova,2010,Employment by industry: Services (%) Female,63.234,
498,Republic of Moldova,2015,Employment by industry: Agriculture (%) Male and Female,34.151,
498,Republic of Moldova,2015,Employment by industry: Industry (%) Male and Female,17.848,
498,Republic of Moldova,2015,Employment by industry: Services (%) Male and Female,48.001,
498,Republic of Moldova,2015,Employment by industry: Agriculture (%) Male,38.506,
498,Republic of Moldova,2015,Employment by industry: Industry (%) Male,23.848,
498,Republic of Moldova,2015,Employment by industry: Services (%) Male,37.646,
498,Republic of Moldova,2015,Employment by industry: Agriculture (%) Female,29.727,
498,Republic of Moldova,2015,Employment by industry: Industry (%) Female,11.753,
498,Republic of Moldova,2015,Employment by industry: Services (%) Female,58.519,
498,Republic of Moldova,2020,Employment by industry: Agriculture (%) Male and Female,35.365,Estimate.
498,Republic of Moldova,2020,Employment by industry: Industry (%) Male and Female,17.1,Estimate.
498,Republic of Moldova,2020,Employment by industry: Services (%) Male and Female,47.535,Estimate.
498,Republic of Moldova,2020,Employment by industry: Agriculture (%) Male,38.669,Estimate.
498,Republic of Moldova,2020,Employment by industry: Industry (%) Male,22.408,Estimate.
498,Republic of Moldova,2020,Employment by industry: Services (%) Male,38.923,Estimate.
498,Republic of Moldova,2020,Employment by industry: Agriculture (%) Female,32.069,Estimate.
498,Republic of Moldova,2020,Employment by industry: Industry (%) Female,11.805,Estimate.
498,Republic of Moldova,2020,Employment by industry: Services (%) Female,56.126,Estimate.
638,Réunion,2010,Employment by industry: Agriculture (%) Male and Female,4.2,Excluding the institutional population.;Population aged 15 to 64 years.
638,Réunion,2010,Employment by industry: Industry (%) Male and Female,14.1,Excluding the institutional population.;Population aged 15 to 64 years.
638,Réunion,2010,Employment by industry: Services (%) Male and Female,67.1,Excluding the institutional population.;Population aged 15 to 64 years.
638,Réunion,2012,Employment by industry: Agriculture (%) Male and Female,4.3,Break in the time series.;Excluding the institutional population.
638,Réunion,2012,Employment by industry: Industry (%) Male and Female,12.7,Break in the time series.;Excluding the institutional population.
638,Réunion,2012,Employment by industry: Services (%) Male and Female,81.7,Break in the time series.;Excluding the institutional population.
638,Réunion,2012,Employment by industry: Agriculture (%) Male,6.3,Break in the time series.;Excluding the institutional population.
638,Réunion,2012,Employment by industry: Industry (%) Male,20,Break in the time series.;Excluding the institutional population.
638,Réunion,2012,Employment by industry: Services (%) Male,72,Break in the time series.;Excluding the institutional population.
638,Réunion,2012,Employment by industry: Agriculture (%) Female,2.1,Break in the time series.;Excluding the institutional population.
638,Réunion,2012,Employment by industry: Industry (%) Female,4.1,Break in the time series.;Excluding the institutional population.
638,Réunion,2012,Employment by industry: Services (%) Female,93,Break in the time series.;Excluding the institutional population.
642,Romania,2005,Employment by industry: Agriculture (%) Male and Female,32.29,
642,Romania,2005,Employment by industry: Industry (%) Male and Female,30.455,
642,Romania,2005,Employment by industry: Services (%) Male and Female,37.255,
642,Romania,2005,Employment by industry: Agriculture (%) Male,31.661,
642,Romania,2005,Employment by industry: Industry (%) Male,35.141,
642,Romania,2005,Employment by industry: Services (%) Male,33.198,
642,Romania,2005,Employment by industry: Agriculture (%) Female,33.054,
642,Romania,2005,Employment by industry: Industry (%) Female,24.765,
642,Romania,2005,Employment by industry: Services (%) Female,42.181,
642,Romania,2010,Employment by industry: Agriculture (%) Male and Female,31.011,
642,Romania,2010,Employment by industry: Industry (%) Male and Female,28.315,
642,Romania,2010,Employment by industry: Services (%) Male and Female,40.673,
642,Romania,2010,Employment by industry: Agriculture (%) Male,29.949,
642,Romania,2010,Employment by industry: Industry (%) Male,34.972,
642,Romania,2010,Employment by industry: Services (%) Male,35.08,
642,Romania,2010,Employment by industry: Agriculture (%) Female,32.355,
642,Romania,2010,Employment by industry: Industry (%) Female,19.9,
642,Romania,2010,Employment by industry: Services (%) Female,47.745,
642,Romania,2015,Employment by industry: Agriculture (%) Male and Female,25.586,
642,Romania,2015,Employment by industry: Industry (%) Male and Female,28.459,
642,Romania,2015,Employment by industry: Services (%) Male and Female,45.955,
642,Romania,2015,Employment by industry: Agriculture (%) Male,25.579,
642,Romania,2015,Employment by industry: Industry (%) Male,34.955,
642,Romania,2015,Employment by industry: Services (%) Male,39.466,
642,Romania,2015,Employment by industry: Agriculture (%) Female,25.594,
642,Romania,2015,Employment by industry: Industry (%) Female,20.002,
642,Romania,2015,Employment by industry: Services (%) Female,54.404,
642,Romania,2020,Employment by industry: Agriculture (%) Male and Female,21.283,Estimate.
642,Romania,2020,Employment by industry: Industry (%) Male and Female,30.147,Estimate.
642,Romania,2020,Employment by industry: Services (%) Male and Female,48.57,Estimate.
642,Romania,2020,Employment by industry: Agriculture (%) Male,21.442,Estimate.
642,Romania,2020,Employment by industry: Industry (%) Male,36.754,Estimate.
642,Romania,2020,Employment by industry: Services (%) Male,41.805,Estimate.
642,Romania,2020,Employment by industry: Agriculture (%) Female,21.073,Estimate.
642,Romania,2020,Employment by industry: Industry (%) Female,21.447,Estimate.
642,Romania,2020,Employment by industry: Services (%) Female,57.48,Estimate.
643,Russian Federation,2005,Employment by industry: Agriculture (%) Male and Female,10.14,
643,Russian Federation,2005,Employment by industry: Industry (%) Male and Female,29.558,
643,Russian Federation,2005,Employment by industry: Services (%) Male and Female,60.302,
643,Russian Federation,2005,Employment by industry: Agriculture (%) Male,12.311,
643,Russian Federation,2005,Employment by industry: Industry (%) Male,37.83,
643,Russian Federation,2005,Employment by industry: Services (%) Male,49.859,
643,Russian Federation,2005,Employment by industry: Agriculture (%) Female,7.906,
643,Russian Federation,2005,Employment by industry: Industry (%) Female,21.048,
643,Russian Federation,2005,Employment by industry: Services (%) Female,71.045,
643,Russian Federation,2010,Employment by industry: Agriculture (%) Male and Female,7.747,
643,Russian Federation,2010,Employment by industry: Industry (%) Male and Female,27.759,
643,Russian Federation,2010,Employment by industry: Services (%) Male and Female,64.494,
643,Russian Federation,2010,Employment by industry: Agriculture (%) Male,9.847,
643,Russian Federation,2010,Employment by industry: Industry (%) Male,37.468,
643,Russian Federation,2010,Employment by industry: Services (%) Male,52.684,
643,Russian Federation,2010,Employment by industry: Agriculture (%) Female,5.564,
643,Russian Federation,2010,Employment by industry: Industry (%) Female,17.666,
643,Russian Federation,2010,Employment by industry: Services (%) Female,76.769,
643,Russian Federation,2015,Employment by industry: Agriculture (%) Male and Female,6.71,
643,Russian Federation,2015,Employment by industry: Industry (%) Male and Female,27.284,
643,Russian Federation,2015,Employment by industry: Services (%) Male and Female,66.006,
643,Russian Federation,2015,Employment by industry: Agriculture (%) Male,8.219,
643,Russian Federation,2015,Employment by industry: Industry (%) Male,37.885,
643,Russian Federation,2015,Employment by industry: Services (%) Male,53.896,
643,Russian Federation,2015,Employment by industry: Agriculture (%) Female,5.112,
643,Russian Federation,2015,Employment by industry: Industry (%) Female,16.06,
643,Russian Federation,2015,Employment by industry: Services (%) Female,78.827,
643,Russian Federation,2020,Employment by industry: Agriculture (%) Male and Female,5.617,Estimate.
643,Russian Federation,2020,Employment by industry: Industry (%) Male and Female,26.582,Estimate.
643,Russian Federation,2020,Employment by industry: Services (%) Male and Female,67.801,Estimate.
643,Russian Federation,2020,Employment by industry: Agriculture (%) Male,7.346,Estimate.
643,Russian Federation,2020,Employment by industry: Industry (%) Male,37.114,Estimate.
643,Russian Federation,2020,Employment by industry: Services (%) Male,55.54,Estimate.
643,Russian Federation,2020,Employment by industry: Agriculture (%) Female,3.791,Estimate.
643,Russian Federation,2020,Employment by industry: Industry (%) Female,15.455,Estimate.
643,Russian Federation,2020,Employment by industry: Services (%) Female,80.754,Estimate.
646,Rwanda,2005,Employment by industry: Agriculture (%) Male and Female,85.234,Estimate.
646,Rwanda,2005,Employment by industry: Industry (%) Male and Female,3.592,Estimate.
646,Rwanda,2005,Employment by industry: Services (%) Male and Female,11.175,Estimate.
646,Rwanda,2005,Employment by industry: Agriculture (%) Male,78.495,Estimate.
646,Rwanda,2005,Employment by industry: Industry (%) Male,6.344,Estimate.
646,Rwanda,2005,Employment by industry: Services (%) Male,15.161,Estimate.
646,Rwanda,2005,Employment by industry: Agriculture (%) Female,91.633,Estimate.
646,Rwanda,2005,Employment by industry: Industry (%) Female,0.978,Estimate.
646,Rwanda,2005,Employment by industry: Services (%) Female,7.389,Estimate.
646,Rwanda,2010,Employment by industry: Agriculture (%) Male and Female,79.464,Estimate.
646,Rwanda,2010,Employment by industry: Industry (%) Male and Female,5.717,Estimate.
646,Rwanda,2010,Employment by industry: Services (%) Male and Female,14.819,Estimate.
646,Rwanda,2010,Employment by industry: Agriculture (%) Male,70.486,Estimate.
646,Rwanda,2010,Employment by industry: Industry (%) Male,9.813,Estimate.
646,Rwanda,2010,Employment by industry: Services (%) Male,19.701,Estimate.
646,Rwanda,2010,Employment by industry: Agriculture (%) Female,87.96,Estimate.
646,Rwanda,2010,Employment by industry: Industry (%) Female,1.84,Estimate.
646,Rwanda,2010,Employment by industry: Services (%) Female,10.2,Estimate.
646,Rwanda,2015,Employment by industry: Agriculture (%) Male and Female,66.723,Estimate.
646,Rwanda,2015,Employment by industry: Industry (%) Male and Female,8.263,Estimate.
646,Rwanda,2015,Employment by industry: Services (%) Male and Female,25.014,Estimate.
646,Rwanda,2015,Employment by industry: Agriculture (%) Male,56.314,Estimate.
646,Rwanda,2015,Employment by industry: Industry (%) Male,14.133,Estimate.
646,Rwanda,2015,Employment by industry: Services (%) Male,29.553,Estimate.
646,Rwanda,2015,Employment by industry: Agriculture (%) Female,76.544,Estimate.
646,Rwanda,2015,Employment by industry: Industry (%) Female,2.724,Estimate.
646,Rwanda,2015,Employment by industry: Services (%) Female,20.732,Estimate.
646,Rwanda,2020,Employment by industry: Agriculture (%) Male and Female,61.681,Estimate.
646,Rwanda,2020,Employment by industry: Industry (%) Male and Female,9.086,Estimate.
646,Rwanda,2020,Employment by industry: Services (%) Male and Female,29.233,Estimate.
646,Rwanda,2020,Employment by industry: Agriculture (%) Male,51.996,Estimate.
646,Rwanda,2020,Employment by industry: Industry (%) Male,15.738,Estimate.
646,Rwanda,2020,Employment by industry: Services (%) Male,32.266,Estimate.
646,Rwanda,2020,Employment by industry: Agriculture (%) Female,70.736,Estimate.
646,Rwanda,2020,Employment by industry: Industry (%) Female,2.867,Estimate.
646,Rwanda,2020,Employment by industry: Services (%) Female,26.397,Estimate.
654,Saint Helena,2008,Employment by industry: Agriculture (%) Male and Female,7.3,Data classified according to ISIC Rev. 3.;Population aged 15 to 69 years.
654,Saint Helena,2008,Employment by industry: Industry (%) Male and Female,20,Data classified according to ISIC Rev. 3.;Population aged 15 to 69 years.
654,Saint Helena,2008,Employment by industry: Services (%) Male and Female,72.7,Data classified according to ISIC Rev. 3.;Population aged 15 to 69 years.
654,Saint Helena,2008,Employment by industry: Agriculture (%) Male,11.8,Data classified according to ISIC Rev. 3.;Population aged 15 to 69 years.
654,Saint Helena,2008,Employment by industry: Industry (%) Male,33.9,Data classified according to ISIC Rev. 3.;Population aged 15 to 69 years.
654,Saint Helena,2008,Employment by industry: Services (%) Male,54.3,Data classified according to ISIC Rev. 3.;Population aged 15 to 69 years.
654,Saint Helena,2008,Employment by industry: Agriculture (%) Female,1.7,Data classified according to ISIC Rev. 3.;Population aged 15 to 69 years.
654,Saint Helena,2008,Employment by industry: Industry (%) Female,2.9,Data classified according to ISIC Rev. 3.;Population aged 15 to 69 years.
654,Saint Helena,2008,Employment by industry: Services (%) Female,95.4,Data classified according to ISIC Rev. 3.;Population aged 15 to 69 years.
659,Saint Kitts and Nevis,2001,Employment by industry: Agriculture (%) Male and Female,0.2,Break in the time series.;Data classified according to ISIC Rev. 2.
659,Saint Kitts and Nevis,2001,Employment by industry: Industry (%) Male and Female,48.8,Break in the time series.;Data classified according to ISIC Rev. 2.
659,Saint Kitts and Nevis,2001,Employment by industry: Services (%) Male and Female,42.1,Break in the time series.;Data classified according to ISIC Rev. 2.
659,Saint Kitts and Nevis,2001,Employment by industry: Agriculture (%) Male,0.4,Break in the time series.;Data classified according to ISIC Rev. 2.
659,Saint Kitts and Nevis,2001,Employment by industry: Industry (%) Male,51.6,Break in the time series.;Data classified according to ISIC Rev. 2.
659,Saint Kitts and Nevis,2001,Employment by industry: Services (%) Male,34.7,Break in the time series.;Data classified according to ISIC Rev. 2.
659,Saint Kitts and Nevis,2001,Employment by industry: Agriculture (%) Female,0.1,Break in the time series.;Data classified according to ISIC Rev. 2.
659,Saint Kitts and Nevis,2001,Employment by industry: Industry (%) Female,45.5,Break in the time series.;Data classified according to ISIC Rev. 2.
659,Saint Kitts and Nevis,2001,Employment by industry: Services (%) Female,50.6,Break in the time series.;Data classified according to ISIC Rev. 2.
662,Saint Lucia,2005,Employment by industry: Agriculture (%) Male and Female,20.541,Estimate.
662,Saint Lucia,2005,Employment by industry: Industry (%) Male and Female,19.276,Estimate.
662,Saint Lucia,2005,Employment by industry: Services (%) Male and Female,60.183,Estimate.
662,Saint Lucia,2005,Employment by industry: Agriculture (%) Male,25.269,Estimate.
662,Saint Lucia,2005,Employment by industry: Industry (%) Male,25.598,Estimate.
662,Saint Lucia,2005,Employment by industry: Services (%) Male,49.133,Estimate.
662,Saint Lucia,2005,Employment by industry: Agriculture (%) Female,13.998,Estimate.
662,Saint Lucia,2005,Employment by industry: Industry (%) Female,10.53,Estimate.
662,Saint Lucia,2005,Employment by industry: Services (%) Female,75.472,Estimate.
662,Saint Lucia,2010,Employment by industry: Agriculture (%) Male and Female,19.752,Estimate.
662,Saint Lucia,2010,Employment by industry: Industry (%) Male and Female,18.554,Estimate.
662,Saint Lucia,2010,Employment by industry: Services (%) Male and Female,61.694,Estimate.
662,Saint Lucia,2010,Employment by industry: Agriculture (%) Male,24.392,Estimate.
