Region/Country/Area		Year	Series	Value	Footnotes	Source
548	Vanuatu	2010	Employment by industry: Industry (%) Male and Female	6.892	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
548	Vanuatu	2010	Employment by industry: Services (%) Male and Female	32.907	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
548	Vanuatu	2010	Employment by industry: Agriculture (%) Male	59.078	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
548	Vanuatu	2010	Employment by industry: Industry (%) Male	10.287	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
548	Vanuatu	2010	Employment by industry: Services (%) Male	30.635	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
548	Vanuatu	2010	Employment by industry: Agriculture (%) Female	61.673	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
548	Vanuatu	2010	Employment by industry: Industry (%) Female	2.445	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
548	Vanuatu	2010	Employment by industry: Services (%) Female	35.882	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
548	Vanuatu	2015	Employment by industry: Agriculture (%) Male and Female	58.329	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
548	Vanuatu	2015	Employment by industry: Industry (%) Male and Female	6.095	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
548	Vanuatu	2015	Employment by industry: Services (%) Male and Female	35.576	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
548	Vanuatu	2015	Employment by industry: Agriculture (%) Male	58.508	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
548	Vanuatu	2015	Employment by industry: Industry (%) Male	9.058	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
548	Vanuatu	2015	Employment by industry: Services (%) Male	32.434	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
548	Vanuatu	2015	Employment by industry: Agriculture (%) Female	58.095	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
548	Vanuatu	2015	Employment by industry: Industry (%) Female	2.221	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
548	Vanuatu	2015	Employment by industry: Services (%) Female	39.685	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
548	Vanuatu	2020	Employment by industry: Agriculture (%) Male and Female	55.257	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
548	Vanuatu	2020	Employment by industry: Industry (%) Male and Female	6.306	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
548	Vanuatu	2020	Employment by industry: Services (%) Male and Female	38.437	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
548	Vanuatu	2020	Employment by industry: Agriculture (%) Male	56.051	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
548	Vanuatu	2020	Employment by industry: Industry (%) Male	9.383	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
548	Vanuatu	2020	Employment by industry: Services (%) Male	34.565	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
548	Vanuatu	2020	Employment by industry: Agriculture (%) Female	54.218	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
548	Vanuatu	2020	Employment by industry: Industry (%) Female	2.283	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
548	Vanuatu	2020	Employment by industry: Services (%) Female	43.498	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
862	Venezuela (Boliv. Rep. of)	2005	Employment by industry: Agriculture (%) Male and Female	10.285		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
862	Venezuela (Boliv. Rep. of)	2005	Employment by industry: Industry (%) Male and Female	20.649		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
862	Venezuela (Boliv. Rep. of)	2005	Employment by industry: Services (%) Male and Female	69.065		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
862	Venezuela (Boliv. Rep. of)	2005	Employment by industry: Agriculture (%) Male	15.351		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
862	Venezuela (Boliv. Rep. of)	2005	Employment by industry: Industry (%) Male	26.566		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
862	Venezuela (Boliv. Rep. of)	2005	Employment by industry: Services (%) Male	58.084		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
862	Venezuela (Boliv. Rep. of)	2005	Employment by industry: Agriculture (%) Female	2.152		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
862	Venezuela (Boliv. Rep. of)	2005	Employment by industry: Industry (%) Female	11.15		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
862	Venezuela (Boliv. Rep. of)	2005	Employment by industry: Services (%) Female	86.697		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
862	Venezuela (Boliv. Rep. of)	2010	Employment by industry: Agriculture (%) Male and Female	8.26	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
862	Venezuela (Boliv. Rep. of)	2010	Employment by industry: Industry (%) Male and Female	21.791	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
862	Venezuela (Boliv. Rep. of)	2010	Employment by industry: Services (%) Male and Female	69.948	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
862	Venezuela (Boliv. Rep. of)	2010	Employment by industry: Agriculture (%) Male	12.591	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
862	Venezuela (Boliv. Rep. of)	2010	Employment by industry: Industry (%) Male	29.048	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
862	Venezuela (Boliv. Rep. of)	2010	Employment by industry: Services (%) Male	58.361	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
862	Venezuela (Boliv. Rep. of)	2010	Employment by industry: Agriculture (%) Female	1.589	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
862	Venezuela (Boliv. Rep. of)	2010	Employment by industry: Industry (%) Female	10.613	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
862	Venezuela (Boliv. Rep. of)	2010	Employment by industry: Services (%) Female	87.798	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
862	Venezuela (Boliv. Rep. of)	2015	Employment by industry: Agriculture (%) Male and Female	7.391	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
862	Venezuela (Boliv. Rep. of)	2015	Employment by industry: Industry (%) Male and Female	20.341	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
862	Venezuela (Boliv. Rep. of)	2015	Employment by industry: Services (%) Male and Female	72.268	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
862	Venezuela (Boliv. Rep. of)	2015	Employment by industry: Agriculture (%) Male	11.389	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
862	Venezuela (Boliv. Rep. of)	2015	Employment by industry: Industry (%) Male	27.309	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
862	Venezuela (Boliv. Rep. of)	2015	Employment by industry: Services (%) Male	61.302	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
862	Venezuela (Boliv. Rep. of)	2015	Employment by industry: Agriculture (%) Female	1.246	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
862	Venezuela (Boliv. Rep. of)	2015	Employment by industry: Industry (%) Female	9.635	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
862	Venezuela (Boliv. Rep. of)	2015	Employment by industry: Services (%) Female	89.119	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
862	Venezuela (Boliv. Rep. of)	2020	Employment by industry: Agriculture (%) Male and Female	8.391	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
862	Venezuela (Boliv. Rep. of)	2020	Employment by industry: Industry (%) Male and Female	16.117	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
862	Venezuela (Boliv. Rep. of)	2020	Employment by industry: Services (%) Male and Female	75.492	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
862	Venezuela (Boliv. Rep. of)	2020	Employment by industry: Agriculture (%) Male	13.069	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
862	Venezuela (Boliv. Rep. of)	2020	Employment by industry: Industry (%) Male	21.523	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
862	Venezuela (Boliv. Rep. of)	2020	Employment by industry: Services (%) Male	65.408	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
862	Venezuela (Boliv. Rep. of)	2020	Employment by industry: Agriculture (%) Female	1.116	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
862	Venezuela (Boliv. Rep. of)	2020	Employment by industry: Industry (%) Female	7.711	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
862	Venezuela (Boliv. Rep. of)	2020	Employment by industry: Services (%) Female	91.173	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
704	Viet Nam	2005	Employment by industry: Agriculture (%) Male and Female	54.814	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
704	Viet Nam	2005	Employment by industry: Industry (%) Male and Female	18.765	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
704	Viet Nam	2005	Employment by industry: Services (%) Male and Female	26.422	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
704	Viet Nam	2005	Employment by industry: Agriculture (%) Male	52.84	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
704	Viet Nam	2005	Employment by industry: Industry (%) Male	22.436	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
704	Viet Nam	2005	Employment by industry: Services (%) Male	24.724	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
704	Viet Nam	2005	Employment by industry: Agriculture (%) Female	56.944	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
704	Viet Nam	2005	Employment by industry: Industry (%) Female	14.802	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
704	Viet Nam	2005	Employment by industry: Services (%) Female	28.255	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
704	Viet Nam	2010	Employment by industry: Agriculture (%) Male and Female	48.707		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
704	Viet Nam	2010	Employment by industry: Industry (%) Male and Female	21.679		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
704	Viet Nam	2010	Employment by industry: Services (%) Male and Female	29.614		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
704	Viet Nam	2010	Employment by industry: Agriculture (%) Male	46.443		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
704	Viet Nam	2010	Employment by industry: Industry (%) Male	25.715		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
704	Viet Nam	2010	Employment by industry: Services (%) Male	27.842		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
704	Viet Nam	2010	Employment by industry: Agriculture (%) Female	51.19		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
704	Viet Nam	2010	Employment by industry: Industry (%) Female	17.253		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
704	Viet Nam	2010	Employment by industry: Services (%) Female	31.557		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
704	Viet Nam	2015	Employment by industry: Agriculture (%) Male and Female	44.019		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
704	Viet Nam	2015	Employment by industry: Industry (%) Male and Female	22.744		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
704	Viet Nam	2015	Employment by industry: Services (%) Male and Female	33.238		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
704	Viet Nam	2015	Employment by industry: Agriculture (%) Male	42.714		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
704	Viet Nam	2015	Employment by industry: Industry (%) Male	25.88		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
704	Viet Nam	2015	Employment by industry: Services (%) Male	31.407		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
704	Viet Nam	2015	Employment by industry: Agriculture (%) Female	45.445		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
704	Viet Nam	2015	Employment by industry: Industry (%) Female	19.317		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
704	Viet Nam	2015	Employment by industry: Services (%) Female	35.239		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
704	Viet Nam	2020	Employment by industry: Agriculture (%) Male and Female	36.231	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
704	Viet Nam	2020	Employment by industry: Industry (%) Male and Female	28.355	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
704	Viet Nam	2020	Employment by industry: Services (%) Male and Female	35.414	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
704	Viet Nam	2020	Employment by industry: Agriculture (%) Male	35.028	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
704	Viet Nam	2020	Employment by industry: Industry (%) Male	32.67	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
704	Viet Nam	2020	Employment by industry: Services (%) Male	32.302	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
704	Viet Nam	2020	Employment by industry: Agriculture (%) Female	37.543	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
704	Viet Nam	2020	Employment by industry: Industry (%) Female	23.652	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
704	Viet Nam	2020	Employment by industry: Services (%) Female	38.805	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
732	Western Sahara	2005	Employment by industry: Agriculture (%) Male and Female	27.17	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
732	Western Sahara	2005	Employment by industry: Industry (%) Male and Female	22.651	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
732	Western Sahara	2005	Employment by industry: Services (%) Male and Female	50.179	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
732	Western Sahara	2005	Employment by industry: Agriculture (%) Male	24.709	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
732	Western Sahara	2005	Employment by industry: Industry (%) Male	25.165	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
732	Western Sahara	2005	Employment by industry: Services (%) Male	50.126	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
732	Western Sahara	2005	Employment by industry: Agriculture (%) Female	37.845	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
732	Western Sahara	2005	Employment by industry: Industry (%) Female	11.746	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
732	Western Sahara	2005	Employment by industry: Services (%) Female	50.409	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
732	Western Sahara	2010	Employment by industry: Agriculture (%) Male and Female	24.437	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
732	Western Sahara	2010	Employment by industry: Industry (%) Male and Female	24.032	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
732	Western Sahara	2010	Employment by industry: Services (%) Male and Female	51.53	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
732	Western Sahara	2010	Employment by industry: Agriculture (%) Male	21.991	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
732	Western Sahara	2010	Employment by industry: Industry (%) Male	26.956	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
732	Western Sahara	2010	Employment by industry: Services (%) Male	51.053	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
732	Western Sahara	2010	Employment by industry: Agriculture (%) Female	34.347	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
732	Western Sahara	2010	Employment by industry: Industry (%) Female	12.191	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
732	Western Sahara	2010	Employment by industry: Services (%) Female	53.462	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
732	Western Sahara	2015	Employment by industry: Agriculture (%) Male and Female	21.874	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
732	Western Sahara	2015	Employment by industry: Industry (%) Male and Female	25.146	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
732	Western Sahara	2015	Employment by industry: Services (%) Male and Female	52.979	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
732	Western Sahara	2015	Employment by industry: Agriculture (%) Male	19.561	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
732	Western Sahara	2015	Employment by industry: Industry (%) Male	28.415	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
732	Western Sahara	2015	Employment by industry: Services (%) Male	52.025	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
732	Western Sahara	2015	Employment by industry: Agriculture (%) Female	30.792	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
732	Western Sahara	2015	Employment by industry: Industry (%) Female	12.551	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
732	Western Sahara	2015	Employment by industry: Services (%) Female	56.657	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
732	Western Sahara	2020	Employment by industry: Agriculture (%) Male and Female	19.796	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
732	Western Sahara	2020	Employment by industry: Industry (%) Male and Female	25.66	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
732	Western Sahara	2020	Employment by industry: Services (%) Male and Female	54.544	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
732	Western Sahara	2020	Employment by industry: Agriculture (%) Male	17.712	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
732	Western Sahara	2020	Employment by industry: Industry (%) Male	29.187	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
732	Western Sahara	2020	Employment by industry: Services (%) Male	53.101	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
732	Western Sahara	2020	Employment by industry: Agriculture (%) Female	27.416	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
732	Western Sahara	2020	Employment by industry: Industry (%) Female	12.763	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
732	Western Sahara	2020	Employment by industry: Services (%) Female	59.82	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
887	Yemen	2005	Employment by industry: Agriculture (%) Male and Female	29.799	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
